id,title,overview,genres,vote_average,vote_count,popularity,poster_path
192911,Monster High: Scaris City of Frights,"The Monstruitas of Monster High are obsessed with going to Scaris, The City of Frights for Fashion international competition where the winner will become the apprentice of the world famous Madame Ghostier designer.","16,14",7.9,142,2.2729,/3yMa9D9OJV4dxf0Gnnvw6EuHDBB.jpg
273729,The Lies We Tell But the Secrets We Keep: Part 2,"Roni and Bri have fallen in a forbidden love, where lies and secrets lead to the end of their relationship. Bri tries desperately to move on and forget her past love with Roni. But, she's in for an unexpected surprise when secrets are revealed and her life is now a twisted love triangle with her past.",18,8.9,4,1.272,/9Icnt7bp2bKRnjgmYGbUc04DQ9.jpg
20156,Exotica,"In the upscale Toronto strip club Exotica, dancer Christina is visited nightly by the obsessive Francis, a depressed tax auditor. Her ex-boyfriend, the club's MC, Eric, still jealously pines for her even as he introduces her onstage, but Eric is having his own relationship problems with the club's female owner. Thomas, a mysterious pet-shop owner, is about to become unexpectedly involved in their lives.",18,6.646,353,3.1668,/pWcJdcIHjL3P6NaEJKeV6ONfAMV.jpg
620725,Jexi,"Phil's new phone comes with an unexpected feature, Jexi...an A.I. determined to keep him all to herself in a comedy about what can happen when you love your phone more than all else.",35,6.8,1224,2.4147,/sizYjc8lAFStRZXtI1uRBDsOTt6.jpg
20857,Hardball,"An aimless young man who is scalping tickets, gambling and drinking, agrees to coach a Little League team from the Cabrini Green housing project in Chicago as a condition of getting a loan from a friend.",18,6.475,501,2.1687,/9RMcwwnK8a9WCt8dVlwmtNsFCg3.jpg
318209,Pink Floyd: Dark Side of the Moon - The Ultimate Critical Review,"Take a journey to the trippy side with this examination of the landmark 1973 Pink Floyd work ""Dark Side of the Moon,"" featuring recollections from band members about the writing and recording of the album. Vintage concert footage and reflections by friends and colleagues of the band combine to present an illuminating history of one of rock music's most influential albums.",99,10.0,1,1.2455,/7icmWN56h3lrIzlqzZViv431zw7.jpg
14945,Origin: Spirits of the Past,It is 300 years into the future. Earth's environment had been devastated by mankind's own foolish plans and humankind is beleaguered by the sentient forests which they have awoken. The world balance is tipped when a young boy named Agito stumbles across a machine that glowed in a strange blue hue inside a forbidden sanctuary.,"878,12,16,18,14,10749,28",6.9,231,2.6695,/deky1Av1w6wgSzcFbtcsFgrKKtV.jpg
40070,Seeding of a Ghost,"A Hong Kong taxi driver suffers after being cursed by a sorcerer he accidentally hit with his cab. After the driver's wife is raped and killed by teenage hooligans, he pleads with the sorcerer to lift the hex and restore his wife to the land of the living. Otherworldly zombie chaos ensues.","27,53",6.1,30,1.9691,/y6aUgCjbsEFqxEVHfjXehVuOQTu.jpg
44932,Without Warning,"Sandy and Greg are teenagers who go camping, despite warnings not to, with their friends. They soon encounter aliens, who are using the area as a hunting ground.","27,878",5.295,127,1.9461,/hKZ4ZVuHoph9bXZ0v9w9FmM20H3.jpg
227783,The Nut Job,"Surly, a curmudgeon, independent squirrel is banished from his park and forced to survive in the city. Lucky for him, he stumbles on the one thing that may be able to save his life, and the rest of park community, as they gear up for winter - Maury's Nut Store.","16,35,10751,12",5.8,985,2.5658,/4iHnGlmOjAj2k5zUftYDIzSITCf.jpg
1143190,Fear the Night,"During a bachelorette party in a secluded California farmhouse, masked intruders launch a brutal attack, forcing eight women to fight for survival. Led by Tess, a troubled military veteran, they unite to defend themselves throughout a harrowing night.","28,53,27",6.0,265,2.3488,/oEsrXuXh31EiZlhhbqjBvY0GK7S.jpg
625160,Yes,"Based on Tim Realbuto's critically acclaimed Off-Broadway play, YES tells the story of washed up child star Patrick Nolan who decides to mentor 17-year-old Jeremiah Rosenhaft. What begins as an innocent acting lesson turns into something much more intimate between two surprisingly common minds.",,3.2,2,1.0534,/vR8EOcDKo4GSm0XzsYVoD0Q4uEm.jpg
79379,Book of Dragons,"So you want to be a dragon trainer do you? Prepare yourself for adventure, excitement and training as Hiccup, Astrid, Toothless and Gobber tell the legend behind the Book of Dragons and reveal insider training secrets about new, never-before-seen dragons.","14,16,28,35,10751",6.8,178,2.9271,/jDInObzAHYGsde02gTxL8B56HGT.jpg
645181,Lawrence After Arabia,"This film is the story of the last years of the life of T.E. Lawrence -  Lawrence of Arabia - a scholar, writer, soldier and reluctant hero.  Retiring to his cottage in Dorset he hopes to escape his past but is pulled into political intrigue. While he has powerful friends, with his uncompromising manner he has made dangerous enemies.  As they plot against him he dies in a tragic motorcycle accident. However, with such enemies was his untimely death an assassination and cover up by the British Secret Service?",18,4.2,4,0.9935,/nYiFfMhqhXHPkBWn0B5Sfaf9s19.jpg
19458,Princess Protection Program,"When her nation is invaded, a young princess is taken into the Princess Protection Program. She is relocated to Louisiana, where she stays with a covert agent and his tomboyish daughter, and must learn how to behave like an ordinary teenager.","10751,10770,35",6.655,1708,2.4332,/tPKD9hmuYxclAQnfup47qLx8a5T.jpg
9410,Great Expectations,"Loosely based on the Charles Dickens' classic novel, ""Great Expectations"" is a sensual tale of a young man's unforgettable passage into manhood, and the three individuals who will undeniably change his life forever. Through the surprising interactions of these vivid characters, ""Great Expectations"" takes a unique and contemporary look at life's great coincidences.","35,18,10749",6.623,615,2.3536,/djLsfl3lm7BZKWsKfVZ2wM1ZMrP.jpg
13333,Game of Death,A martial arts movie star must fake his death to find the people who are trying to kill him.,"18,28,53",6.386,686,2.7307,/c6jgLHaQpdIPH1rC94KkjAqgE7O.jpg
82657,Flight 7500,"Flight 7500 departs Los Angeles International Airport bound for Tokyo. As the overnight flight makes its way over the Pacific Ocean during its ten-hour course, the passengers encounter what appears to be a supernatural force in the cabin.","53,27,9648",4.913,561,1.9988,/8lz7vt9Rcdb7xvR2A8P2GlFit2O.jpg
75432,Sweet Sex and Love,"Shin-ah, a free spirit, has an unexpected encounter with Dong-gi, who seeks excitement. After a passionate night, she breaks up with her boyfriend and reunites with Dong-gi when he calls. The two fall madly in love.","10749,18",5.919,37,2.5442,/zu002fbXHiJbtOgKMpOxhb9vJN5.jpg
1020896,Handling the Undead,"On a hot summer day in Oslo, the dead mysteriously awaken, and three families are thrown into chaos when their deceased loved ones come back to them. Who are they, and what do they want?","27,18,9648",6.0,141,2.5213,/6XlHOx0JQNgYjuJ4YQKbrt4Gd4d.jpg
272047,Deadwood '76,A young drifter is mistaken for Billy the Kid. The concequences prove deadly.,37,4.4,5,1.2893,/eUmBBdYlchaig4qHvPFVE1Wf5Ls.jpg
429473,Lou,A young girl is kidnapped during a powerful storm. Her mother joins forces with her mysterious neighbour to set off in pursuit of the kidnapper. Their journey will test their limits and expose the dark secrets of their past.,"28,53",6.536,684,2.1448,/djM2s4wSaATn4jVB33cV05PEbV7.jpg
396330,LEGO DC Comics Super Heroes: Justice League - Gotham City Breakout,"The caped crusader reluctantly agrees to let Batgirl and Nightwing take him on a long overdue vacation from crime-fighting, while Superman and the Justice League watch over Gotham City.","16,10751,12,28,35",6.676,142,1.9634,/lVlV77juRfkB4gXtkgEqZyqHzkk.jpg
26842,The Message,"In sixth-century Mecca, Prophet Muhammad receives his first revelation from God as a messenger. Three years later, he's not alone in his quest and publicly declares his prophecy. Muhammad is fought by Abu Sufian and his wife Hind, rulers of Mecca. Muhammad's followers are hunted and tortured but he continues his calling.","12,18,28,36",7.2,362,2.1308,/qVCBMg4ZuLPnWhIWJHD9IP4nIuY.jpg
489930,Blindspotting,"Collin must make it through his final three days of probation for a chance at a new beginning. He and his troublemaking childhood best friend, Miles, work as movers, and when Collin witnesses a police shooting, the two men’s friendship is tested as they grapple with identity and their changed realities in the rapidly-gentrifying neighborhood they grew up in.","35,80,18",7.35,676,2.3585,/x4DRZfTqOlmzNWAvy4vcKWkgEGL.jpg
10215,Sliding Doors,"London publicist Helen, effortlessly slides between parallel storylines that show what happens when she does or does not catch a train back to her apartment. Love. Romantic entanglements. Deception. Trust. Friendship. Comedy. All come into focus as the two stories shift back and forth, overlap and surprisingly converge.","35,18,14,10749",6.565,1346,2.6512,/s8VOVTywXZIIHqdEjkCZziH0ebq.jpg
941738,The Disruptors,"ADHD is one of the most commonly diagnosed-and widely misunderstood-neurological conditions in the world today, affecting nearly 10% of kids and a rising number of adults. But what if having an ADHD brain is actually an asset? A growing number of innovators, entrepreneurs, CEO's, Olympic athletes, and award-winning artists have gone public about their diagnosis, saying that their ADHD, managed effectively, has played a vital role in their success. The Disruptors hears from many of those game-changing people speaking candidly about their ADHD, and intimately takes viewers inside a number of families as they navigate the challenges, and the surprising triumphs, of living with ADHD. The Disruptors takes an immersive look at our approach to ADHD that debunks the most harmful myths, and examines the flip side of this trait that ultimately offers a revelatory understanding of the diagnosis, and real hope for millions of kids, families and adults with ADHD.",99,8.0,1,1.8764,/bHVA2Ur18oxwnOOEkJ6TIo1oGIF.jpg
1138310,Up the Hill,"Jack, a self pitying drug addict, and Jill, a down on her luck call girl, meet and struggle through the circumstances that brought them together and their lives.","35,18,10749",0.0,0,2.4972,/sCKnJ9L8D0Nco8mRAIO5v0UJUm9.jpg
216527,Avatar 4,The fourth installment of the Avatar franchise.,"878,12,14",0.0,0,2.225,/qzMYKnT4MG1d0gnhwytr4cKhUvS.jpg
980816,Miranda's Victim,"The true story of Trish Weir who in 1963 was kidnapped and brutally raped by Ernesto Miranda. Committed to putting her assailant in prison, Trish’s life is destroyed by America’s legal system as she triggers a law that transforms the nation.","18,36",6.8,40,2.0277,/82lu2Rb0MoBpfyUtoVwhLiVrDlF.jpg
144013,Lowlife,A lonely musician's descent into the shadowy world of a living drug leads to a mysterious island where a battle of body and soul is waged.,"18,14,9648",6.0,6,1.2395,/dxRunD39WmD9Kz78pYLCO8Jj2CI.jpg
10134,Cyborg,A martial artist hunts a killer in a plague-infested urban dump of the future.,"878,28,53,12",5.666,752,2.6646,/nOspcG8HP6KPdMvzezavRbzYCEw.jpg
620249,The Legend of Hei,"When cat spirit Luo Xiaohei's home is deforested by humans, he must find a new one. He runs into a group of other spirit creatures who take him under their wing with dreams of reconquering the land they say is rightfully theirs. However, they run into a human known as Wuxian who separates Luo Xiaohei from the other spirits and the two go on a journey, with the cat spirit learning to control his abilities as well as forming his own thoughts on whether or not he should ally with the spirits or the humans.","16,14,28",8.3,384,2.2543,/aLv87NgRJUPkQ6sVLP72IisDdt4.jpg
329711,The Devil's Mistress,"A bewitching and beautiful Indian half-caste, Liah, takes her revenge on four ruthless cowboy desperadoes who have gunned down her husband for the sheer joy of killing. Using her enigmatic charm in a way that is fatal to the outlaws, the haunting young woman's vengeance is melted out in a strange, occult manner.","27,37",4.0,4,1.2599,/wklPUZn4WbX3XIdr0PpISKdyVwm.jpg
27527,Blood & Sex Nightmare,A lascivious boyfriend takes his virginal girlfriend to an adult retreat for a passionate weekend unaware of the camp-ground's history of murder and rape.,27,4.455,11,2.5865,/fmKrPb2PhhP6OHJg2nCpA9SVcIX.jpg
71677,Assassination Games,"Brazil is a contract killer, willing to take any job if the price is right. Flint left the assassin game when a ruthless drug dealer’s brutal attack left his wife in a coma. When a contract is put out on the same coldblooded drug dealer, both Brazil and Flint want him dead – one for the money, the other for revenge. With crooked Interpol agents and vicious members of the criminal underworld hot on their trail, these two assassins reluctantly join forces to quickly take out their target before they themselves are terminated.","28,80,18,53",6.3,408,2.0306,/quJ0kXiQmP7rOg1m6WGmallQiJQ.jpg
1155739,3391 Kilometers,"Would you fall in love with a person whose voice you haven't heard for months, whose face you haven't touched, you can't smell, you don't even have the chance to pass by the same street, you can't even be in the same photo, who is miles away from you, even by seas, islands and cities?","10749,18",6.357,14,2.0409,/wQp5H2QxaTVdyYZhcDMSk4tdAdb.jpg
4599,Raising Helen,"Helen Harris has a glamorous, big-city life working for one of New York's hottest modeling agencies. But suddenly her free-spirited life gets turned upside down when she must chose between the life she's always loved, and the new loves of her life!","18,35,10749",6.1,665,1.8963,/ubZin4oGXYp6hCn3WU6nrBre62y.jpg
982940,Due Justice,An attorney with a military past hunts down the gang who killed his wife and took his daughter.,"28,53,80",6.2,69,2.2395,/osUFKfa5D1wskPHahUM3GAm1HVh.jpg
506,Marnie,"Marnie is a thief, a liar, and a cheat. When her new boss, Mark Rutland, catches on to her routine kleptomania, she finds herself being blackmailed.","53,9648,10749,80",7.133,1150,2.4716,/nRRy4VO2A3Py7wiZBPz11PAlogp.jpg
1219926,South Park (Not Suitable for Children),"After it's discovered that a teacher at South Park Elementary has an OnlyFans page, Randy is compelled to take a closer look at the seedy underbelly of the world of online influencers.","16,35,10770",7.5,167,2.3522,/kN5H9EhUqDWBAsbnbt2XNhS7BFe.jpg
12246,Mongol: The Rise of Genghis Khan,"The story recounts the early life of Genghis Khan, a slave who went on to conquer half the world in the 11th century.","36,12,10752,28",6.804,709,2.5564,/wZ0yyU6BnRANXbYbDjrYI6XZFsz.jpg
10380,An American Tail: Fievel Goes West,"Some time after the Mousekewitz's have settled in America, they find that they are still having problems with the threat of cats. That makes them eager to try another home out in the west, where they are promised that mice and cats live in peace. Unfortunately, the one making this claim is an oily con artist named Cat R. Waul who is intent on his own sinister plan.","16,10751,37,12,35",6.3,743,2.3035,/k4aLupAkHWwHiEDwvqsZFAnUYF.jpg
6020,Sorority Boys,"After being falsely accused of stealing the budget for their annual cocktail cruise, three very different fraternity brothers are kicked out of their dorm. In order to clear their name and to secure their future careers, the three dress up in drag and pledge the sorority next door where they learn a few valuable - and hilarious - lessons about themselves and the female species.",35,5.554,241,1.8053,/6nEcq3ARZgSAeBvJVyrCerH0umF.jpg
5724,Madonnas,"A portrait of Rita, who claims that her mother was never a mother for her. Rita gives birth to her own five children and forces her mother to take the role of a mother.",18,6.5,20,2.6172,/9ljMpaeuvlG6pIzTHRTISath1mk.jpg
1197137,Black Phone 2,,"27,53",0.0,0,2.2549,/rY2zau8Ad4SoOIYuVB7eYufRtTw.jpg
408647,Teen Titans: The Judas Contract,Tara Markov is a girl who has power over earth and stone; she is also more than she seems. Is the newest Teen Titan an ally or a threat? And what are the mercenary Deathstroke's plans for the Titans?,"878,16,28",7.374,715,2.6447,/nuGIlNAJUati4qEAH1nrYKUA3xa.jpg
340204,Medusa,A dedicated mythology professor finds an evil witch doctor who summons the spirit of the gorgon Medusa.,27,2.8,5,1.3987,/A3JiSA7Lgu2h86nR1IlD2PEXRTq.jpg
678,Out of the Past,"Jeff Bailey seems to be a mundane gas station owner in remote Bridgeport, California. He is dating local girl Ann Miller and lives a quiet life. But Jeff has a secret past, and when a mysterious stranger arrives in town, Jeff is forced to return to the dark world he had tried to escape.","80,53,9648",7.603,604,1.9972,/lnUK6Cg5ARM0qaq0B5SG20VAM0h.jpg
1197137,Black Phone 2,,"27,53",0.0,0,2.2549,/rY2zau8Ad4SoOIYuVB7eYufRtTw.jpg
408647,Teen Titans: The Judas Contract,Tara Markov is a girl who has power over earth and stone; she is also more than she seems. Is the newest Teen Titan an ally or a threat? And what are the mercenary Deathstroke's plans for the Titans?,"878,16,28",7.374,715,2.6447,/nuGIlNAJUati4qEAH1nrYKUA3xa.jpg
340204,Medusa,A dedicated mythology professor finds an evil witch doctor who summons the spirit of the gorgon Medusa.,27,2.8,5,1.3987,/A3JiSA7Lgu2h86nR1IlD2PEXRTq.jpg
678,Out of the Past,"Jeff Bailey seems to be a mundane gas station owner in remote Bridgeport, California. He is dating local girl Ann Miller and lives a quiet life. But Jeff has a secret past, and when a mysterious stranger arrives in town, Jeff is forced to return to the dark world he had tried to escape.","80,53,9648",7.603,604,1.9972,/lnUK6Cg5ARM0qaq0B5SG20VAM0h.jpg
588921,AINBO: Spirit of the Amazon,"An epic journey of a young hero and her Spirit Guides, 'Dillo' a cute and humorous armadillo and ""Vaca"" a goofy oversized tapir, who embark on a quest to save their home in the spectacular Amazon Rainforest.","12,16,10751,14",7.0,443,2.5381,/l8HyObVj8fPrzacAPtGWWLDhcfh.jpg
8740,The Vanishing,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.","53,9648",7.5,680,2.1221,/eE5bbuRJluooG2MjEAsLEYyuJoa.jpg
86837,Amour,"Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.","18,10749",7.8,1662,2.7454,/19hyCudualHxCD0GrEngqsi0wBF.jpg
63945,Bliss,"On his wedding day, Joseph nervously admits that his wife is not quite like other women. But his beautiful bride is more than just the ""impulsive, compulsive, obsessive"" woman he thinks he knows. And when Joseph discovers she is hiding troubling secrets, it sends them both on a sexual odyssey that will either destroy or redeem their relationship.","18,10749",5.5,61,2.1287,/zGdGINvf9oSysprbWnu85dIM7rc.jpg
22586,The Swan Princess,"The beautiful princess Odette is transformed into a swan by an evil sorcerer's spell. Held captive at an enchanted lake, she befriends Jean-Bob the frog, Speed the turtle and Puffin the bird. Despite their struggle to keep the princess safe, these good-natured creatures can do nothing about the sorcerer's spell, which can only be broken by a vow of everlasting love.","10751,16,14,12,35",6.6,966,2.7548,/tmpO3vk8WguFOE4UXESGdWwHQOX.jpg
10779,The Frighteners,"Once an architect, Frank Bannister now passes himself off as an exorcist of evil spirits. To bolster his facade, he claims his ""special"" gift is the result of a car accident that killed his wife. But what he does not count on is more people dying in the small town where he lives. As he tries to piece together the supernatural mystery of these killings, he falls in love with the wife of one of the victims and deals with a crazy FBI agent.","27,35",6.913,1573,2.3757,/2ZwWDOoU1yy9qyhLEatcgI94ESy.jpg
886083,Deadstream,"A disgraced internet personality attempts to win back his followers by livestreaming one night alone in a haunted house. But when he accidentally pisses off a vengeful spirit, his big comeback event becomes a real-time fight for his life.","27,35",6.212,281,2.2955,/5rsS8m61oHTjoTKfDWVMF3OHnww.jpg
595985,Cold Blood,"A legendary but retired hit man lives in peace and isolation in the barren North American wilderness. When he rescues a woman from a snowmobiling accident, he soon discovers that she's harboring a secret that forces him to return to his lethal ways.","53,28",5.3,412,2.2233,/uGMIxhhMvQEE0mNlATXpEAG4mgl.jpg
1050922,Gini Mal Pokuru,"Ginimal Pokuru (Sinhala: ගිනිමල් පොකුරු, lit. 'Flowers of Fire') is a 2021 Sri Lankan Sinhala adult romantic film directed by Udayakantha Warnasuriya. The film is co-produced by Prasad Rodrigo, Bandula Gunawardena, Krishantha Hettiarachchi, Nishantha Jayawardena, Udayanga Suresh, Suranga de Alwis, and Newton Vidanapathirana for U Creations. It stars Isuru Lokuhettiarachchi, Chulakshi Ranathunga, and Charith Abeysinghe in lead roles whereas Ananda Kumaraunnahe, Dilrufa Shanas, and Kumara Wanduressa made supportive roles.","80,53",0.0,0,2.3261,/gsrKa9MdL9hobaGk9sx7ZHiRxBm.jpg
38319,Your Highness,"A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.","35,14,12,28",5.331,1355,2.1314,/bq3gU60TkgBjLUbxSSZVhDhlhmH.jpg
9469,He Got Game,A basketball player's father must try to convince him to go to a college so he can get a shorter prison sentence.,18,6.745,728,1.9398,/kd8hRaysUQOz7AvSorZDJHuihcJ.jpg
1440769,The Beekeeper 2,Plot TBA.,"28,53,80",0.0,0,2.3606,
9086,Young Guns II,"Three of the original five ""young guns"" — Billy the Kid, Jose Chavez y Chavez, and Doc Scurlock — return in Young Guns, Part 2, which is the story of Billy the Kid and his race to safety in Old Mexico while being trailed by a group of government agents led by Pat Garrett.","37,12",6.5,550,2.1608,/7kMjla98srGHlFzAEmoGRcr6GN1.jpg
570480,Trouble,A pampered dog named Trouble must learn to live in the real world while trying to escape from his former owner's greedy children and must learn how to survive on the big-city streets.,"16,12,10751,35,10402",6.61,228,2.2522,/yfTXk9T3iNxuOcnA72AirzueLxL.jpg
274698,Rainier the Mountain,"In this retrospective tribute, acclaimed filmmaker Jean Walkinshaw hails the 100th anniversary of Mount Rainier National Park in Washington by talking to those who know it best: the scientists, naturalists, mountain climbers and artists whose lives have been touched by the peak's far-reaching shadow. The result is a harmonious blend of archival material and high-definition footage celebrating an icon of the Pacific Northwest.",99,0.0,0,2.2688,/rd3XVinr1Fe5KFIOo0ZhXW8L9ZJ.jpg
11549,Invasion of the Body Snatchers,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,"878,27,53",7.462,1107,2.1547,/8BrMQmgwGzIHSyBjCDOLOdi79fJ.jpg
405177,"Where'd You Go, Bernadette","When architect-turned-recluse Bernadette Fox goes missing prior to a family trip to Antarctica, her 15-year-old daughter Bee goes on a quest with Bernadette's husband to find her.","35,18",6.608,674,1.806,/BziuuZULnGmTRLthEty1QdKSEo.jpg
15655,The Tigger Movie,"Winnie the Pooh, Piglet, Owl, Kanga, Roo, and Rabbit are preparing a suitable winter home for Eeyore, the perennially dejected donkey, but Tigger's continual bouncing interrupts their efforts. Rabbit suggests that Tigger go find others of his kind to bounce with, but Tigger thinks ""the most wonderful thing about tiggers is"" he's ""the only one!"" Just in case though, the joyously jouncy feline sets out to see if he can find relatives.","16,10751,35",6.557,577,2.1896,/9OdZKUdGfaBAUwRLbtWpFWKbILO.jpg
82696,Hope Springs,"After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship.","18,35,10749",6.264,785,2.1529,/jTBHePOwIm2XAjGORnfPIAlVUvb.jpg
9416,Money Talks,"Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.","35,28,80",6.026,392,1.769,/bN57Rl003E9pYred5kw9Rp8h9Np.jpg
1934,Shakespeare in Love,"Young Shakespeare is forced to stage his latest comedy, ""Romeo and Ethel, the Pirate's Daughter,"" before it's even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses, Shakespeare's comedy soon transforms into tragedy.","10749,36,35",6.855,3049,2.3618,/zdW7jdzPi4J9KZR3TyY2jn3Xh5e.jpg
552128,Vox,"A blacklisted reporter reinvents a dead-end tabloid as a credible online news source, only to discover her true voice and that through small press, she can make a big difference.",18,0.0,0,2.6838,/Zx4wA8NlKduUyIZitaCjtbfZVh.jpg
41411,The Round Up,"A faithful retelling of the 1942 ""Vel' d'Hiv Roundup"" and the events surrounding it.","18,36,10752",7.542,1015,2.3779,/9osPoGTddZZfMUzFDs82n57y2wQ.jpg
18892,Jawbreaker,"When an exclusive clique of teenage socialites accidentally murder their best friend on the morning of her birthday, the three girls responsible conspire to hide the truth.","35,80,53",6.3,538,2.1658,/gwjJPAraQy5fDd3NJvK677uItU4.jpg
4546,The Count of Monte-Cristo,"A TV adaptation of the classic Alexandre Dumas novel. Edmond Dantes is falsely accused by those jealous of his good fortune, and is sentenced to spend the rest of his life in the notorious island prison, Chateau d'If. While imprisoned, he meets the Abbe Faria, a fellow prisoner whom everyone believes to be mad. The Abbe tells Edmond of a fantastic treasure hidden away on a tiny island, that only he knows the location of. After many years in prison, the old Abbe dies, and Edmond escapes disguised as the dead body. Now free, Edmond must find the treasure the Abbe told him of, so he can use the new-found wealth to exact revenge on those who have wronged him.","12,18,10770",6.769,158,1.9667,/1sU6nwIgHCJo96xsXPuI7oAuq7a.jpg
1273597,Sensei's Pious Lie,"Misuzu Hara (Nao) works as a high school teacher and prefers to keep a distance from her students. In her past, she was raped by her best friend’s boyfriend Hayafuji after he found out she liked him. She didn't report the crime to the police and she didn't tell anyone else what happened. She still suffers from the trauma from what happened, but she continues to have a forceful relationship with Hayafuji who is now her best friend’s fiancee. One day, a rumor spreads that her student Yuki Niizuma is in a secret affair. Misuzu Hara, as his teacher, has a meeting with him to provide counseling.",18,7.8,5,2.2015,/5ASxDJSnmBf8h4fqH2NpVT8a9cW.jpg
323550,"Madiba ""Father of a Nation 1918-2013""","Nelson Mandela was born on July 18, 1918 in the village of Mvezo in Umtatu, then a part of South Af rica's Cape Province. In later years he became known by his clan name, Madiba. He was a South African anti-apartheid revolutionary and politician who served as President of South Africa from 1994 to 1999. He was the first black South African to hold office.",,0.0,0,2.5114,
274108,Make Your Life a Masterpiece in Progress,"Eight people eager to change the course of their lives come together in a castle to take part in a personal improvement seminar. When the seminar is not as big as planned, the members get to know each other very quickly. Their interactions help them to understand their individuality and show the others who they really are.",35,4.0,7,1.2141,/iUxjnslbQpXBAuvsmi4UWRGE46m.jpg
309218,The Musical Brain,"Inspired by a book by Dr. Daniel Levitin, international recording superstar Sting agrees to put his own musical brain to the test to find out how various types of music -- complex and simple -- affect him on an emotional and a physical level.",,0.0,0,1.2936,/ffvJ0643SSodm12YqKwPipYmUEw.jpg
20126,Deep Red,"An English pianist living in Rome witnesses the brutal murder of his psychic neighbor. With the help of a tenacious young reporter, he tries to discover the killer using very unconventional methods. The two are soon drawn into a shocking web of dementia and violence.","27,9648,53",7.7,1495,2.1533,/wq7RxV5gMvgO0EKeWpNhegnpJBh.jpg
1303162,Cells at Work!,"The smallest protagonist in film history - a human cell! There are a staggering 37 trillion cells in the human body. Red blood cells that carry oxygen, white blood cells that fight bacteria, and countless other cells work tirelessly day and night to protect your health and life. The film will also focus on daughter and father, Niko and Shigeru as they both live different lifestyles, and as their lively days go on, pathogens start to sneak up on their bodies. The most epic battle in the history of human cells, with the future of Niko and Shigeru at stake, is about to begin!","28,12,35,14",7.5,8,2.4772,/mWcdE0U0x8nbece78R9C8DkUZVJ.jpg
9621,Elizabethtown,"Drew Baylor is fired after causing his shoe company to lose hundreds of millions of dollars. To make matters worse, he's also dumped by his girlfriend. On the verge of ending it all, Drew gets a new lease on life when he returns to his family's small Kentucky hometown after his father dies. Along the way, he meets a flight attendant with whom he falls in love.","35,18,10749",6.184,1122,2.0996,/mOdlzAQxhMgiaazRzif1YtJzg9s.jpg
964592,Sleep,"Hyun-su and Soo-jin have just gotten married. Seemingly out of nowhere, he starts talking in his sleep. 'Someone’s inside.' From that night forward, whenever he falls asleep, he transforms into someone else with no recollection of the night before. Soo-jin is overwhelmed with anxiety that he’d hurt her family while she sleeps and can barely sleep a wink because of this irrational fear. Despite sleep treatment, Hyun-su’s sleepwalking only intensifies, and she begins to feel that her unborn child may be in danger...","27,9648,53",6.715,181,2.4368,/b4d90lpmSTLoCP9tkBU7QAQOhh0.jpg
754452,The Last Manhunt,"In 1909, Willie Boy and his love Carlota go on the run after he accidentally shoots her father in a confrontation gone terribly wrong. With President Taft coming to the area, the local sheriff leads two Native American trackers seeking justice for their “murdered” tribal leader.","37,80,18,10749",6.068,74,2.2383,/95Bn6HZBBJcG7LOBMAzNH0gmLih.jpg
323270,The Horror Network Vol. 1,"Serial killers, ghostly phone calls, inner demons, otherworld monsters and creepy stalkers collide in this frightening anthology. Six of horror's most promising new directing talents join forces to pay homage to classic horror in the tradition of ""Creepshow"", ""Tales From the Crypt"", ""Tales From the Darkside"", and ""Trilogy of Terror,"" and weave an unforgettable, disturbing tapestry of terror.",27,5.2,10,1.269,
75250,The Locusts,"Delilah Potts has always had her choice of men to work her ranch and fill her bed. But from the moment Clay Hewitt, a handsome drifter with a mysterious past, arrives at her door, Delilah knows that her life will never be the same. And when he spurns her affections, she unleashes a torrent of forbidden passions and deadly secrets that will prove to Clay that the only thing darker and more dangerous than the past he's escaping... is the one he's about to discover.","18,10749",5.6,18,2.4514,/jw5iuM3UdjnX6UaPcoOaga8Rbr1.jpg
75250,The Locusts,"Delilah Potts has always had her choice of men to work her ranch and fill her bed. But from the moment Clay Hewitt, a handsome drifter with a mysterious past, arrives at her door, Delilah knows that her life will never be the same. And when he spurns her affections, she unleashes a torrent of forbidden passions and deadly secrets that will prove to Clay that the only thing darker and more dangerous than the past he's escaping... is the one he's about to discover.","18,10749",5.6,18,2.4514,/jw5iuM3UdjnX6UaPcoOaga8Rbr1.jpg
896221,Trolls Holiday in Harmony,"Queen Poppy plans the first annual Trolls Kingdom Secret Holiday Gift Swap, but things don't go quite as expected.","16,14,10751,35",7.131,183,2.1433,/xl0jqhLC8BwtZT6pXGgKwSygQ4u.jpg
